Sector,Community Name,Category,Crime Count,Date,Year,Month,ID,Resident Count,Community Center Point,Calgary Communities,Ward Boundaries 2013-2017,Ward Boundaries,City Quadrants
NORTHWEST,HAWKWOOD,Theft OF Vehicle,2,2019/08,2019,AUG,2019-AUG-HAWKWOOD-Theft OF Vehicle,,POINT (-114.1756052 51.13097352),248,10,3,2
SOUTH,HAYSBORO,Violence Other (Non-domestic),2,2019/05,2019,MAY,2019-MAY-HAYSBORO-Violence Other (Non-domestic),,POINT (-114.0833509 50.9722144),195,5,8,1
CENTRE,WINSTON HEIGHTS/MOUNTVIEW,Theft OF Vehicle,2,2019/10,2019,OCT,2019-OCT-WINSTON HEIGHTS/MOUNTVIEW-Theft OF Vehicle,,POINT (-114.0418555 51.07532496),88,7,10,4
SOUTH,KELVIN GROVE,Theft FROM Vehicle,2,2019/03,2019,MAR,2019-MAR-KELVIN GROVE-Theft FROM Vehicle,,POINT (-114.0890245 50.98977222),29,5,8,1
CENTRE,BANKVIEW,Theft OF Vehicle,2,2019/01,2019,JAN,2019-JAN-BANKVIEW-Theft OF Vehicle,,POINT (-114.1004892 51.03413124),208,2,14,1
NORTHEAST,MCCALL,Theft FROM Vehicle,2,2019/05,2019,MAY,2019-MAY-MCCALL-Theft FROM Vehicle,,POINT (-114.0270967 51.08899754),81,3,9,4
NORTHEAST,MAYLAND,Theft FROM Vehicle,2,2019/07,2019,JUL,2019-JUL-MAYLAND-Theft FROM Vehicle,,POINT (-114.0102966 51.05239341),167,3,12,3
NORTHWEST,RANCHLANDS,Assault (Non-domestic),2,2019/07,2019,JUL,2019-JUL-RANCHLANDS-Assault (Non-domestic),,POINT (-114.1836435 51.11915824),245,10,3,2
SOUTH,SOMERSET,Theft OF Vehicle,2,2019/10,2019,OCT,2019-OCT-SOMERSET-Theft OF Vehicle,,POINT (-114.0813075 50.89869686),55,6,5,1
NORTHWEST,VARSITY,Violence Other (Non-domestic),2,2019/09,2019,SEP,2019-SEP-VARSITY-Violence Other (Non-domestic),,POINT (-114.1625953 51.09600131),269,9,13,2
NORTHWEST,TUSCANY,Violence Other (Non-domestic),2,2019/01,2019,JAN,2019-JAN-TUSCANY-Violence Other (Non-domestic),,POINT (-114.2407907 51.12188985),158,9,13,2
NORTHWEST,MONTGOMERY,Theft OF Vehicle,2,2019/04,2019,APR,2019-APR-MONTGOMERY-Theft OF Vehicle,,POINT (-114.1622756 51.07110788),24,7,13,2
SOUTH,HAYSBORO,Break & Enter - Other Premises,2,2019/03,2019,MAR,2019-MAR-HAYSBORO-Break & Enter - Other Premises,,POINT (-114.0833509 50.9722144),195,5,8,1
NORTHWEST,CITADEL,Break & Enter - Other Premises,2,2019/08,2019,AUG,2019-AUG-CITADEL-Break & Enter - Other Premises,,POINT (-114.1839168 51.14453595),247,10,3,2
SOUTH,SUNDANCE,Break & Enter - Dwelling,2,2019/10,2019,OCT,2019-OCT-SUNDANCE-Break & Enter - Dwelling,,POINT (-114.0420486 50.9015551),52,13,6,3
CENTRE,INGLEWOOD,Violence Other (Non-domestic),2,2019/07,2019,JUL,2019-JUL-INGLEWOOD-Violence Other (Non-domestic),,POINT (-114.01912 51.03414052),54,11,10,3
WEST,SPRUCE CLIFF,Break & Enter - Commercial,2,2019/01,2019,JAN,2019-JAN-SPRUCE CLIFF-Break & Enter - Commercial,,POINT (-114.1362821 51.04860967),118,2,14,1
SOUTH,DEER RIDGE,Break & Enter - Commercial,2,2019/01,2019,JAN,2019-JAN-DEER RIDGE-Break & Enter - Commercial,,POINT (-114.0202339 50.92657361),151,13,6,3
SOUTH,HAYSBORO,Break & Enter - Dwelling,2,2019/10,2019,OCT,2019-OCT-HAYSBORO-Break & Enter - Dwelling,,POINT (-114.0833509 50.9722144),195,5,8,1
SOUTH,WILLOW PARK,Theft OF Vehicle,2,2019/12,2019,DEC,2019-DEC-WILLOW PARK-Theft OF Vehicle,,POINT (-114.0562019 50.95661927),89,5,6,3
CENTRE,BRIDGELAND/RIVERSIDE,Commercial Robbery,1,2019/12,2019,DEC,2019-DEC-BRIDGELAND/RIVERSIDE-Commercial Robbery,,POINT (-114.0350725 51.05056676),137,11,10,4
CENTRE,MOUNT PLEASANT,Assault (Non-domestic),2,2019/01,2019,JAN,2019-JAN-MOUNT PLEASANT-Assault (Non-domestic),,POINT (-114.0760278 51.0742307),17,7,7,2
EAST,ALBERT PARK/RADISSON HEIGHTS,Break & Enter - Commercial,2,2019/03,2019,MAR,2019-MAR-ALBERT PARK/RADISSON HEIGHTS-Break & Enter - Commercial,,POINT (-113.9967838 51.04454101),121,11,12,3
NORTH,HARVEST HILLS,Violence Other (Non-domestic),2,2019/04,2019,APR,2019-APR-HARVEST HILLS-Violence Other (Non-domestic),,POINT (-114.052778 51.14767759),27,12,11,4
EAST,FOREST LAWN INDUSTRIAL,Assault (Non-domestic),2,2019/07,2019,JUL,2019-JUL-FOREST LAWN INDUSTRIAL-Assault (Non-domestic),,POINT (-113.9569697 51.02711112),97,11,12,3
NORTHEAST,DEERFOOT BUSINESS CENTRE,Theft FROM Vehicle,2,2019/05,2019,MAY,2019-MAY-DEERFOOT BUSINESS CENTRE-Theft FROM Vehicle,,POINT (-114.0383269 51.11209775),111,1,11,4
SOUTH,PUMP HILL,Break & Enter - Dwelling,2,2019/10,2019,OCT,2019-OCT-PUMP HILL-Break & Enter - Dwelling,,POINT (-114.1007876 50.9668273),127,5,8,1
WEST,SPRINGBANK HILL,Break & Enter - Commercial,2,2019/04,2019,APR,2019-APR-SPRINGBANK HILL-Break & Enter - Commercial,,POINT (-114.2084583 51.02682412),289,14,1,1
NORTHEAST,TEMPLE,Violence Other (Non-domestic),2,2019/12,2019,DEC,2019-DEC-TEMPLE-Violence Other (Non-domestic),,POINT (-113.9467677 51.08879459),22,3,9,4
NORTH,LIVINGSTON,Theft OF Vehicle,2,2019/10,2019,OCT,2019-OCT-LIVINGSTON-Theft OF Vehicle,,POINT (-114.0655067 51.18550406),246,12,11,4
EAST,DOVER,Break & Enter - Commercial,2,2019/01,2019,JAN,2019-JAN-DOVER-Break & Enter - Commercial,,POINT (-113.9931505 51.02246299),196,11,10,3
NORTHWEST,MONTGOMERY,Assault (Non-domestic),2,2019/07,2019,JUL,2019-JUL-MONTGOMERY-Assault (Non-domestic),,POINT (-114.1622756 51.07110788),24,7,13,2
CENTRE,INGLEWOOD,Break & Enter - Dwelling,2,2019/08,2019,AUG,2019-AUG-INGLEWOOD-Break & Enter - Dwelling,,POINT (-114.01912 51.03414052),54,11,10,3
SOUTH,SOMERSET,Break & Enter - Commercial,2,2019/09,2019,SEP,2019-SEP-SOMERSET-Break & Enter - Commercial,,POINT (-114.0813075 50.89869686),55,6,5,1
NORTHEAST,MONTEREY PARK,Break & Enter - Dwelling,2,2019/09,2019,SEP,2019-SEP-MONTEREY PARK-Break & Enter - Dwelling,,POINT (-113.926851 51.08145946),161,3,9,4
EAST,ERIN WOODS,Break & Enter - Dwelling,2,2019/10,2019,OCT,2019-OCT-ERIN WOODS-Break & Enter - Dwelling,,POINT (-113.9676066 51.02105117),35,11,12,3
NORTH,EVANSTON,Break & Enter - Dwelling,2,2019/11,2019,NOV,2019-NOV-EVANSTON-Break & Enter - Dwelling,,POINT (-114.1124511 51.17111759),237,10,3,2
WEST,CHRISTIE PARK,Theft FROM Vehicle,2,2019/08,2019,AUG,2019-AUG-CHRISTIE PARK-Theft FROM Vehicle,,POINT (-114.1759007 51.04083462),68,14,1,1
CENTRE,RICHMOND,Theft OF Vehicle,2,2019/04,2019,APR,2019-APR-RICHMOND-Theft OF Vehicle,,POINT (-114.1184225 51.02970543),181,2,14,1
EAST,ALBERT PARK/RADISSON HEIGHTS,Street Robbery,3,2019/08,2019,AUG,2019-AUG-ALBERT PARK/RADISSON HEIGHTS-Street Robbery,,POINT (-113.9967838 51.04454101),121,11,12,3
NORTHEAST,STONEY 2,Theft OF Vehicle,2,2019/08,2019,AUG,2019-AUG-STONEY 2-Theft OF Vehicle,,POINT (-114.0172182 51.14338378),13,1,11,4
CENTRE,HIGHWOOD,Theft FROM Vehicle,2,2019/03,2019,MAR,2019-MAR-HIGHWOOD-Theft FROM Vehicle,,POINT (-114.079901 51.09235577),37,4,7,2
SOUTHEAST,NEW BRIGHTON,Theft OF Vehicle,2,2019/01,2019,JAN,2019-JAN-NEW BRIGHTON-Theft OF Vehicle,,POINT (-113.9452476 50.92205168),139,8,4,3
EAST,ALBERT PARK/RADISSON HEIGHTS,Break & Enter - Other Premises,2,2019/08,2019,AUG,2019-AUG-ALBERT PARK/RADISSON HEIGHTS-Break & Enter - Other Premises,,POINT (-113.9967838 51.04454101),121,11,12,3
NORTHEAST,MARTINDALE,Violence Other (Non-domestic),2,2019/08,2019,AUG,2019-AUG-MARTINDALE-Violence Other (Non-domestic),,POINT (-113.9583871 51.11791373),180,1,9,4
NORTH,THORNCLIFFE,Break & Enter - Commercial,2,2019/11,2019,NOV,2019-NOV-THORNCLIFFE-Break & Enter - Commercial,,POINT (-114.0687794 51.10309955),192,4,2,2
NORTHEAST,WHITEHORN,Violence Other (Non-domestic),1,2019/02,2019,FEB,2019-FEB-WHITEHORN-Violence Other (Non-domestic),,POINT (-113.9700682 51.08877341),145,3,9,4
CENTRE,ALTADORE,Break & Enter - Commercial,2,2019/06,2019,JUN,2019-JUN-ALTADORE-Break & Enter - Commercial,,POINT (-114.1007947 51.01594847),200,2,8,1
CENTRE,HIGHFIELD,Theft OF Vehicle,2,2019/12,2019,DEC,2019-DEC-HIGHFIELD-Theft OF Vehicle,,POINT (-114.037201 51.01829468),75,11,10,3
CENTRE,BANFF TRAIL,Theft OF Vehicle,2,2019/10,2019,OCT,2019-OCT-BANFF TRAIL-Theft OF Vehicle,,POINT (-114.115129 51.0742166),153,7,7,2
NORTHEAST,10E,Break & Enter - Commercial,2,2019/05,2019,MAY,2019-MAY-10E-Break & Enter - Commercial,,POINT (-113.9162337 51.08145357),232,3,9,4
WEST,SIGNAL HILL,Assault (Non-domestic),2,2019/05,2019,MAY,2019-MAY-SIGNAL HILL-Assault (Non-domestic),,POINT (-114.1791959 51.02286096),278,14,1,1
CENTRE,UPPER MOUNT ROYAL,Break & Enter - Other Premises,2,2019/03,2019,MAR,2019-MAR-UPPER MOUNT ROYAL-Break & Enter - Other Premises,,POINT (-114.0850279 51.02996708),271,2,14,1
SOUTHEAST,SHEPARD INDUSTRIAL,Theft OF Vehicle,2,2019/05,2019,MAY,2019-MAY-SHEPARD INDUSTRIAL-Theft OF Vehicle,,POINT (-113.9927776 50.96148346),162,8,4,3
NORTHEAST,PINERIDGE,Street Robbery,2,2019/01,2019,JAN,2019-JAN-PINERIDGE-Street Robbery,,POINT (-113.946765 51.07425976),36,3,9,4
CENTRE,SOUTH CALGARY,Break & Enter - Dwelling,2,2019/05,2019,MAY,2019-MAY-SOUTH CALGARY-Break & Enter - Dwelling,,POINT (-114.1020693 51.02680703),207,2,14,1
SOUTH,GLENMORE PARK,Theft FROM Vehicle,2,2019/06,2019,JUN,2019-JUN-GLENMORE PARK-Theft FROM Vehicle,,POINT (-114.1315349 50.99048056),238,5,8,1
NORTHEAST,FRANKLIN,Assault (Non-domestic),2,2019/08,2019,AUG,2019-AUG-FRANKLIN-Assault (Non-domestic),,POINT (-113.9875255 51.05892746),84,3,12,4
NORTHEAST,SADDLE RIDGE,Violence Other (Non-domestic),2,2019/09,2019,SEP,2019-SEP-SADDLE RIDGE-Violence Other (Non-domestic),,POINT (-113.9456225 51.13057324),2,1,11,4
CENTRE,WINSTON HEIGHTS/MOUNTVIEW,Break & Enter - Commercial,1,2019/05,2019,MAY,2019-MAY-WINSTON HEIGHTS/MOUNTVIEW-Break & Enter - Commercial,,POINT (-114.0418555 51.07532496),88,7,10,4
NORTHEAST,DEERFOOT BUSINESS CENTRE,Theft OF Vehicle,2,2019/11,2019,NOV,2019-NOV-DEERFOOT BUSINESS CENTRE-Theft OF Vehicle,,POINT (-114.0383269 51.11209775),111,1,11,4
NORTHEAST,RUNDLE,Street Robbery,2,2019/06,2019,JUN,2019-JUN-RUNDLE-Street Robbery,,POINT (-113.9700581 51.07423997),34,3,9,4
SOUTHEAST,12A,Theft OF Vehicle,2,2019/12,2019,DEC,2019-DEC-12A-Theft OF Vehicle,,POINT (-113.8932115 50.96505334),226,8,4,3
SOUTH,SOMERSET,Theft FROM Vehicle,2,2019/01,2019,JAN,2019-JAN-SOMERSET-Theft FROM Vehicle,,POINT (-114.0813075 50.89869686),55,6,5,1
CENTRE,WINDSOR PARK,Assault (Non-domestic),2,2019/08,2019,AUG,2019-AUG-WINDSOR PARK-Assault (Non-domestic),,POINT (-114.0835523 51.00504576),144,5,8,1
SOUTH,KINGSLAND,Break & Enter - Other Premises,2,2019/03,2019,MAR,2019-MAR-KINGSLAND-Break & Enter - Other Premises,,POINT (-114.0773652 50.98688939),120,5,8,1
NORTHWEST,MONTGOMERY,Violence Other (Non-domestic),1,2019/06,2019,JUN,2019-JUN-MONTGOMERY-Violence Other (Non-domestic),,POINT (-114.1622756 51.07110788),24,7,13,2
CENTRE,BELTLINE,Break & Enter - Other Premises,2,2019/10,2019,OCT,2019-OCT-BELTLINE-Break & Enter - Other Premises,,POINT (-114.0551888 51.03743793),260,5,14,3
SOUTH,DEER RIDGE,Assault (Non-domestic),2,2019/06,2019,JUN,2019-JUN-DEER RIDGE-Assault (Non-domestic),,POINT (-114.0202339 50.92657361),151,13,6,3
SOUTH,CHAPARRAL,Theft OF Vehicle,2,2019/09,2019,SEP,2019-SEP-CHAPARRAL-Theft OF Vehicle,,POINT (-114.02565 50.88459997),130,13,6,3
WEST,LAKEVIEW,Break & Enter - Dwelling,2,2019/08,2019,AUG,2019-AUG-LAKEVIEW-Break & Enter - Dwelling,,POINT (-114.1296334 50.99977294),129,5,8,1
CENTRE,WEST HILLHURST,Break & Enter - Commercial,2,2019/06,2019,JUN,2019-JUN-WEST HILLHURST-Break & Enter - Commercial,,POINT (-114.1151557 51.05505882),280,7,7,2
NORTHWEST,DALHOUSIE,Break & Enter - Other Premises,2,2019/11,2019,NOV,2019-NOV-DALHOUSIE-Break & Enter - Other Premises,,POINT (-114.1581646 51.10941383),38,4,7,2
CENTRE,BANKVIEW,Break & Enter - Dwelling,1,2019/06,2019,JUN,2019-JUN-BANKVIEW-Break & Enter - Dwelling,,POINT (-114.1004892 51.03413124),208,2,14,1
SOUTH,DEER RUN,Assault (Non-domestic),1,2019/02,2019,FEB,2019-FEB-DEER RUN-Assault (Non-domestic),,POINT (-114.0090877 50.92540672),168,13,6,3
CENTRE,CRESCENT HEIGHTS,Theft OF Vehicle,3,2019/04,2019,APR,2019-APR-CRESCENT HEIGHTS-Theft OF Vehicle,,POINT (-114.0616103 51.05952142),266,7,7,4
NORTH,SHERWOOD,Theft FROM Vehicle,2,2019/04,2019,APR,2019-APR-SHERWOOD-Theft FROM Vehicle,,POINT (-114.1520217 51.15998963),292,10,3,2
CENTRE,SOUTH CALGARY,Break & Enter - Other Premises,3,2019/04,2019,APR,2019-APR-SOUTH CALGARY-Break & Enter - Other Premises,,POINT (-114.1020693 51.02680703),207,2,14,1
CENTRE,SCARBORO,Break & Enter - Other Premises,2,2019/09,2019,SEP,2019-SEP-SCARBORO-Break & Enter - Other Premises,,POINT (-114.1071488 51.04072251),173,2,14,1
SOUTH,SUNDANCE,Theft FROM Vehicle,2,2019/09,2019,SEP,2019-SEP-SUNDANCE-Theft FROM Vehicle,,POINT (-114.0420486 50.9015551),52,13,6,3
NORTHEAST,STONEY 2,Theft OF Vehicle,3,2019/04,2019,APR,2019-APR-STONEY 2-Theft OF Vehicle,,POINT (-114.0172182 51.14338378),13,1,11,4
SOUTH,KELVIN GROVE,Break & Enter - Commercial,2,2019/10,2019,OCT,2019-OCT-KELVIN GROVE-Break & Enter - Commercial,,POINT (-114.0890245 50.98977222),29,5,8,1
SOUTH,HAYSBORO,Assault (Non-domestic),2,2019/10,2019,OCT,2019-OCT-HAYSBORO-Assault (Non-domestic),,POINT (-114.0833509 50.9722144),195,5,8,1
SOUTH,FAIRVIEW,Break & Enter - Other Premises,2,2019/01,2019,JAN,2019-JAN-FAIRVIEW-Break & Enter - Other Premises,,POINT (-114.0603384 50.98538171),284,11,10,3
NORTHEAST,MARLBOROUGH PARK,Violence Other (Non-domestic),2,2019/09,2019,SEP,2019-SEP-MARLBOROUGH PARK-Violence Other (Non-domestic),,POINT (-113.9467173 51.05969185),33,3,12,4
NORTHEAST,FALCONRIDGE,Violence Other (Non-domestic),2,2019/05,2019,MAY,2019-MAY-FALCONRIDGE-Violence Other (Non-domestic),,POINT (-113.945375 51.10330638),56,1,9,4
EAST,FOREST HEIGHTS,Break & Enter - Commercial,2,2019/09,2019,SEP,2019-SEP-FOREST HEIGHTS-Break & Enter - Commercial,,POINT (-113.9687717 51.04923737),194,11,12,3
SOUTHEAST,RIVERBEND,Theft OF Vehicle,2,2019/12,2019,DEC,2019-DEC-RIVERBEND-Theft OF Vehicle,,POINT (-114.0178927 50.97597767),19,8,10,3
NORTHEAST,STONEY 4,Theft OF Vehicle,2,2019/03,2019,MAR,2019-MAR-STONEY 4-Theft OF Vehicle,,POINT (-114.0027575 51.17620448),243,12,11,4
WEST,LINCOLN PARK,Theft FROM Vehicle,2,2019/08,2019,AUG,2019-AUG-LINCOLN PARK-Theft FROM Vehicle,,POINT (-114.1295569 51.01009069),42,2,8,1
CENTRE,GARRISON WOODS,Break & Enter - Other Premises,2,2019/08,2019,AUG,2019-AUG-GARRISON WOODS-Break & Enter - Other Premises,,POINT (-114.1136166 51.01718798),201,2,8,1
NORTHEAST,REDSTONE,Break & Enter - Commercial,2,2019/11,2019,NOV,2019-NOV-REDSTONE-Break & Enter - Commercial,,POINT (-113.9577946 51.17044617),3,1,11,4
NORTH,THORNCLIFFE,Break & Enter - Commercial,2,2019/10,2019,OCT,2019-OCT-THORNCLIFFE-Break & Enter - Commercial,,POINT (-114.0687794 51.10309955),192,4,2,2
NORTHWEST,SILVER SPRINGS,Break & Enter - Dwelling,2,2019/08,2019,AUG,2019-AUG-SILVER SPRINGS-Break & Enter - Dwelling,,POINT (-114.1962799 51.10427009),147,9,13,2
SOUTH,WALDEN,Theft FROM Vehicle,2,2019/11,2019,NOV,2019-NOV-WALDEN-Theft FROM Vehicle,,POINT (-114.0325896 50.87040629),135,13,6,3
SOUTH,ACADIA,Break & Enter - Dwelling,2,2019/08,2019,AUG,2019-AUG-ACADIA-Break & Enter - Dwelling,,POINT (-114.0536982 50.97240921),174,5,10,3
NORTH,COUNTRY HILLS VILLAGE,Break & Enter - Commercial,2,2019/02,2019,FEB,2019-FEB-COUNTRY HILLS VILLAGE-Break & Enter - Commercial,,POINT (-114.0613954 51.15820385),264,12,11,4
NORTHWEST,MONTGOMERY,Violence Other (Non-domestic),2,2019/12,2019,DEC,2019-DEC-MONTGOMERY-Violence Other (Non-domestic),,POINT (-114.1622756 51.07110788),24,7,13,2
NORTHWEST,MONTGOMERY,Break & Enter - Commercial,2,2019/05,2019,MAY,2019-MAY-MONTGOMERY-Break & Enter - Commercial,,POINT (-114.1622756 51.07110788),24,7,13,2
NORTHWEST,BRENTWOOD,Break & Enter - Commercial,2,2019/07,2019,JUL,2019-JUL-BRENTWOOD-Break & Enter - Commercial,,POINT (-114.1359145 51.0960662),50,4,7,2
NORTHEAST,MAYLAND HEIGHTS,Break & Enter - Commercial,2,2019/07,2019,JUL,2019-JUL-MAYLAND HEIGHTS-Break & Enter - Commercial,,POINT (-114.0133252 51.06082771),140,3,12,4
NORTHEAST,FALCONRIDGE,Break & Enter - Commercial,2,2019/11,2019,NOV,2019-NOV-FALCONRIDGE-Break & Enter - Commercial,,POINT (-113.945375 51.10330638),56,1,9,4
NORTHWEST,GREENWOOD/GREENBRIAR,Break & Enter - Commercial,2,2019/02,2019,FEB,2019-FEB-GREENWOOD/GREENBRIAR-Break & Enter - Commercial,,POINT (-114.2228441 51.08997086),282,9,13,2
CENTRE,ELBOYA,Theft FROM Vehicle,2,2019/07,2019,JUL,2019-JUL-ELBOYA-Theft FROM Vehicle,,POINT (-114.0736204 51.0129938),143,5,8,1
NORTHEAST,MARLBOROUGH PARK,Break & Enter - Other Premises,2,2019/07,2019,JUL,2019-JUL-MARLBOROUGH PARK-Break & Enter - Other Premises,,POINT (-113.9467173 51.05969185),33,3,12,4
WEST,ROSSCARROCK,Break & Enter - Commercial,2,2019/09,2019,SEP,2019-SEP-ROSSCARROCK-Break & Enter - Commercial,,POINT (-114.1454937 51.04327739),281,2,14,1
WEST,VALLEY RIDGE,Theft FROM Vehicle,2,2019/06,2019,JUN,2019-JUN-VALLEY RIDGE-Theft FROM Vehicle,,POINT (-114.2511639 51.095378),47,9,13,2
CENTRE,WEST HILLHURST,Violence Other (Non-domestic),2,2019/01,2019,JAN,2019-JAN-WEST HILLHURST-Violence Other (Non-domestic),,POINT (-114.1151557 51.05505882),280,7,7,2
WEST,GLAMORGAN,Theft OF Vehicle,2,2019/12,2019,DEC,2019-DEC-GLAMORGAN-Theft OF Vehicle,,POINT (-114.1528626 51.01552805),142,14,1,1
NORTH,HUNTINGTON HILLS,Assault (Non-domestic),2,2019/04,2019,APR,2019-APR-HUNTINGTON HILLS-Assault (Non-domestic),,POINT (-114.0667094 51.11758229),261,4,2,4
SOUTH,WILLOW PARK,Break & Enter - Other Premises,2,2019/02,2019,FEB,2019-FEB-WILLOW PARK-Break & Enter - Other Premises,,POINT (-114.0562019 50.95661927),89,5,6,3
CENTRE,WINSTON HEIGHTS/MOUNTVIEW,Theft FROM Vehicle,2,2019/11,2019,NOV,2019-NOV-WINSTON HEIGHTS/MOUNTVIEW-Theft FROM Vehicle,,POINT (-114.0418555 51.07532496),88,7,10,4
SOUTH,MAPLE RIDGE,Break & Enter - Commercial,2,2019/03,2019,MAR,2019-MAR-MAPLE RIDGE-Break & Enter - Commercial,,POINT (-114.0346785 50.95763947),93,5,6,3
NORTH,SKYLINE WEST,Break & Enter - Commercial,2,2019/02,2019,FEB,2019-FEB-SKYLINE WEST-Break & Enter - Commercial,,POINT (-114.047392 51.10333042),112,4,2,4
WEST,CHRISTIE PARK,Theft FROM Vehicle,2,2019/12,2019,DEC,2019-DEC-CHRISTIE PARK-Theft FROM Vehicle,,POINT (-114.1759007 51.04083462),68,14,1,1
NORTH,SHERWOOD,Theft OF Vehicle,2,2019/06,2019,JUN,2019-JUN-SHERWOOD-Theft OF Vehicle,,POINT (-114.1520217 51.15998963),292,10,3,2
NORTHWEST,SILVER SPRINGS,Break & Enter - Other Premises,2,2019/07,2019,JUL,2019-JUL-SILVER SPRINGS-Break & Enter - Other Premises,,POINT (-114.1962799 51.10427009),147,9,13,2
CENTRE,MISSION,Break & Enter - Dwelling,2,2019/07,2019,JUL,2019-JUL-MISSION-Break & Enter - Dwelling,,POINT (-114.0680832 51.0331584),297,5,14,1
NORTHWEST,ARBOUR LAKE,Break & Enter - Dwelling,2,2019/06,2019,JUN,2019-JUN-ARBOUR LAKE-Break & Enter - Dwelling,,POINT (-114.2075783 51.13263257),244,10,3,2
SOUTH,SOMERSET,Break & Enter - Dwelling,2,2019/04,2019,APR,2019-APR-SOMERSET-Break & Enter - Dwelling,,POINT (-114.0813075 50.89869686),55,6,5,1
WEST,ROSSCARROCK,Violence Other (Non-domestic),2,2019/12,2019,DEC,2019-DEC-ROSSCARROCK-Violence Other (Non-domestic),,POINT (-114.1454937 51.04327739),281,2,14,1
SOUTH,MILLRISE,Theft OF Vehicle,2,2019/02,2019,FEB,2019-FEB-MILLRISE-Theft OF Vehicle,,POINT (-114.0849037 50.91704529),156,6,5,1
NORTH,THORNCLIFFE,Break & Enter - Dwelling,2,2019/12,2019,DEC,2019-DEC-THORNCLIFFE-Break & Enter - Dwelling,,POINT (-114.0687794 51.10309955),192,4,2,2
NORTHWEST,CITADEL,Assault (Non-domestic),2,2019/09,2019,SEP,2019-SEP-CITADEL-Assault (Non-domestic),,POINT (-114.1839168 51.14453595),247,10,3,2
SOUTH,SOUTHWOOD,Assault (Non-domestic),2,2019/07,2019,JUL,2019-JUL-SOUTHWOOD-Assault (Non-domestic),,POINT (-114.0832009 50.95777357),7,5,8,1
NORTHWEST,ROYAL OAK,Break & Enter - Dwelling,2,2019/06,2019,JUN,2019-JUN-ROYAL OAK-Break & Enter - Dwelling,,POINT (-114.2199214 51.14270584),252,9,3,2
NORTH,BEDDINGTON HEIGHTS,Theft FROM Vehicle,2,2019/02,2019,FEB,2019-FEB-BEDDINGTON HEIGHTS-Theft FROM Vehicle,,POINT (-114.0849111 51.13164399),273,4,2,2
CENTRE,ERLTON,Break & Enter - Commercial,2,2019/02,2019,FEB,2019-FEB-ERLTON-Break & Enter - Commercial,,POINT (-114.0631474 51.02632812),187,5,10,1
SOUTHEAST,COPPERFIELD,Violence Other (Non-domestic),2,2019/06,2019,JUN,2019-JUN-COPPERFIELD-Violence Other (Non-domestic),,POINT (-113.9294598 50.91781022),96,8,4,3
EAST,DOVER,Violence Other (Non-domestic),2,2019/09,2019,SEP,2019-SEP-DOVER-Violence Other (Non-domestic),,POINT (-113.9931505 51.02246299),196,11,10,3
SOUTHEAST,NEW BRIGHTON,Theft OF Vehicle,2,2019/04,2019,APR,2019-APR-NEW BRIGHTON-Theft OF Vehicle,,POINT (-113.9452476 50.92205168),139,8,4,3
CENTRE,SCARBORO,Theft FROM Vehicle,2,2019/07,2019,JUL,2019-JUL-SCARBORO-Theft FROM Vehicle,,POINT (-114.1071488 51.04072251),173,2,14,1
CENTRE,TUXEDO PARK,Theft OF Vehicle,2,2019/06,2019,JUN,2019-JUN-TUXEDO PARK-Theft OF Vehicle,,POINT (-114.0610445 51.07424524),69,7,10,4
NORTHWEST,SILVER SPRINGS,Theft OF Vehicle,2,2019/05,2019,MAY,2019-MAY-SILVER SPRINGS-Theft OF Vehicle,,POINT (-114.1962799 51.10427009),147,9,13,2
CENTRE,MOUNT PLEASANT,Theft OF Vehicle,2,2019/03,2019,MAR,2019-MAR-MOUNT PLEASANT-Theft OF Vehicle,,POINT (-114.0760278 51.0742307),17,7,7,2
WEST,WEST SPRINGS,Assault (Non-domestic),2,2019/06,2019,JUN,2019-JUN-WEST SPRINGS-Assault (Non-domestic),,POINT (-114.2061682 51.05971961),114,14,1,1
CENTRE,KILLARNEY/GLENGARRY,Break & Enter - Dwelling,2,2019/04,2019,APR,2019-APR-KILLARNEY/GLENGARRY-Break & Enter - Dwelling,,POINT (-114.1317019 51.03012939),182,2,14,1
NORTHEAST,SUNRIDGE,Commercial Robbery,2,2019/12,2019,DEC,2019-DEC-SUNRIDGE-Commercial Robbery,,POINT (-113.9917006 51.0742216),83,3,9,4
SOUTH,PARKLAND,Break & Enter - Other Premises,2,2019/03,2019,MAR,2019-MAR-PARKLAND-Break & Enter - Other Premises,,POINT (-114.0285394 50.9211972),117,13,6,3
,02A,Violence Other (Non-domestic),2,2019/06,2019,JUN,2019-JUN-02A-Violence Other (Non-domestic),,,,,,
SOUTHEAST,SETON,Violence Other (Non-domestic),2,2019/11,2019,NOV,2019-NOV-SETON-Violence Other (Non-domestic),,POINT (-113.9478494 50.87416379),229,8,4,3
CENTRE,BANFF TRAIL,Theft OF Vehicle,2,2019/11,2019,NOV,2019-NOV-BANFF TRAIL-Theft OF Vehicle,,POINT (-114.115129 51.0742166),153,7,7,2
WEST,RUTLAND PARK,Break & Enter - Commercial,1,2019/07,2019,JUL,2019-JUL-RUTLAND PARK-Break & Enter - Commercial,,POINT (-114.1373616 51.01899179),183,2,8,1
